eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,capex_int_%,profits_losses_eur_million,profits_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%,
975,Powercell Sweden,Sweden,Support services,5.7,-49.4,0.0,716.9,102938.6,,,,-4.6,-57.4,-84295.0,0,-29.4,
976,Games Workshop,UK,Leisure goods,5.6,18.2,156.5,6.5,3.6,5.8,6.6,3.7,22.9,23.9,14.6,2,3.2,
977,Smartrac,The Netherlands,Technology hardware & equipment,5.6,131.9,167.6,-6.9,3.3,13.9,-3.9,8.3,-32.4,-506.8,-19.3,4,5.4,
978,Gentium SPA,Italy,Pharmaceuticals & biotechnology,5.5,,23.8,,23.3,,,,3.5,,14.7,0,,
979,Orchestra Kazibao,France,Personal goods,5.5,17.7,275.2,54.1,2.0,,,,10.5,189.8,3.8,1,26.9,
980,Polymer Latex,Germany,Support services,5.5,18.3,580.0,50.0,1.0,,,,33.4,30819.4,5.8,1,4.0,
981,Pva Tepla,Germany,Industrial engineering,5.5,66.1,132.6,10.2,4.2,2.3,-10.8,1.7,13.7,17.9,10.3,1,68.0,
982,Odersun,Germany,Electronic & electrical equipment,5.5,-55.4,0.2,679.8,2573.1,,,,-26.2,62.6,-12251.9,0,73.6,
983,Hexpol,Sweden,Chemicals,5.5,36.1,807.6,89.5,0.7,11.4,240.0,1.4,100.4,126.0,12.4,3,42.6,
984,CENIT Systemhaus,Germany,Software & computer services,5.5,3.4,107.8,15.7,5.1,2.2,104.9,2.1,6.3,55.5,5.8,1,3.6,
985,Volex,UK,Industrial metals & mining,5.5,84.8,618.7,63.9,0.9,12.3,265.2,2.0,29.9,56.4,4.8,8,0.3,
986,Wates,UK,Real Estate Investment & Services,5.4,0.4,1239.9,15.6,0.4,,,,39.0,-20.5,3.1,3,19.3,
987,WOM World Of Medicine,Germany,Health care equipment & services,5.4,16.0,45.8,19.1,11.8,,,,5.1,26.9,11.2,0,13.6,
988,SABMiller,UK,Beverages,5.4,0.0,12916.8,10.4,0.0,1138.4,23.9,8.8,3661.0,18.8,28.3,0,13.4,
989,Paragon,Germany,Electronic & electrical equipment,5.4,116.0,67.1,90.2,8.1,2.1,-18.0,3.1,8.8,93.1,13.2,0,11.1,
990,Constructions Industrielles De La Mediterranee,France,Industrial engineering,5.4,-20.8,665.0,3.6,0.8,,,,24.8,-38.7,3.7,0,,
991,Severn Trent,UK,"Gas, water & multiutilities",5.4,-58.3,2115.7,3.5,0.3,443.4,-2.9,21.0,602.5,1.8,28.5,8,-2.8,
992,Rotork,UK,Industrial engineering,5.4,36.2,535.1,17.7,1.0,12.1,101.5,2.3,133.7,14.5,25.0,2,17.3,
993,Acturis,UK,Software & computer services,5.4,28.2,23.5,12.3,22.8,,,,10.1,52.7,42.9,0,12.7,
994,TTP,UK,Software & computer services,5.3,8.7,34.1,-30.6,15.7,,,,2.8,-85.2,8.1,0,2.6,
995,MeVis Medical Solutions,Germany,Software & computer services,5.3,6.0,13.7,-4.3,39.0,0.1,-63.7,0.5,-1.6,-69.7,-12.0,0,-18.0,
996,Beta Systems Software,Germany,Software & computer services,5.3,-38.5,25.2,-57.6,21.2,0.4,-81.0,1.5,-6.4,71.5,-25.3,0,-13.9,
997,Ige+Xao,France,Software & computer services,5.3,0.0,22.3,4.8,23.7,0.2,62.9,0.9,4.9,25.4,22.0,0,-1.5,
998,Vitrolife,Sweden,Health care equipment & services,5.3,21.1,40.0,19.7,13.2,1.7,81.5,4.1,4.6,23.9,11.5,0,17.9,
999,Cintinori Holding,Germany,Real Estate Investment & Services,5.3,21.3,326.6,49.8,1.6,,,,0.9,-100.3,0.3,2,10.5,
1000,Invision Software,Germany,Software & computer services,5.3,-0.8,12.4,-22.6,42.6,0.1,95.4,1.0,-3.9,-467.4,-31.2,0,-2.4,
