country,rnd_1_year_growth_%,capex_1_year_growth_%,capex_eur_million,capex_int_%,company,employees,employees_1_year_growth_%,eu_rank,industrial_sector,profitability_%,profits_1_year_growth_%,profits_losses_eur_million,rnd_eur_million,rnd_intensity_%,sales_1_year_growth_%,sales_eur_million,year
germany,8.91,2.88,3.44,,dragerwerk,9.86,1.8,135,health care equipment & services (453),8.16,,,118.0,6.55,10.42,1801.0,2006
denmark,-7.32,5.24,5.97,,danisco,10.42,-2.0,136,food producers (357),9.92,,,117.24,4.29,-2.64,2731.0,2006
uk,70.65,1.16,1.19,,serco,40.09,7.6,137,support services (279),4.94,,,114.73,3.03,12.73,3782.0,2006
uk,15.15,4.17,4.31,,"corus (now part of tata iron & steel, india)",44.5,-7.68,138,industrial metals (175),4.49,,,112.8,0.73,2.76,15465.0,2006
germany,10.89,3.15,3.09,,metro,274.26,6.75,139,general retailers (537),3.26,,,112.0,0.19,2.34,59882.0,2006
uk,-14.77,5.87,5.34,,gkn,36.12,-2.51,140,automobiles & parts (335),5.97,,,111.32,2.06,-0.37,5394.0,2006
france,,2.62,2.14,,zodiac,16.7,4.05,141,aerospace & defence (271),13.12,,,110.88,4.74,27.73,2340.0,2006
uk,-3.63,5.53,5.43,,merial  ,5.43,-9.17,142,biotechnology (4573),20.23,,,110.79,7.16,3.13,1547.0,2006
sweden,33.1,1.68,2.06,,saab,12.86,7.1,143,aerospace & defence (271),7.24,,,108.72,4.66,9.07,2334.0,2006
germany,-7.76,4.76,3.32,,benteler  ,21.99,3.57,144,general industrials (272),3.8,,,107.0,1.91,5.32,5598.0,2006
germany,8.66,6.58,8.31,,b braun melsungen,32.63,5.34,145,health care equipment & services (453),9.36,,,105.75,3.18,9.75,3321.0,2006
france,-0.13,4.89,3.74,,burelle,12.91,21.03,146,automobiles & parts (335),3.59,,,105.34,4.11,11.92,2564.0,2006
luxembourg,60.72,2.89,1.94,,basell af sca,6.68,0.18,147,chemicals (135),6.65,,,105.0,1.0,110.91,10495.0,2006
germany,45.23,1.76,1.82,,deutsche borse,2.94,-7.68,147,other financials (877),47.87,,,105.0,5.02,14.7,2091.0,2006
belgium,3.74,2.0,1.51,,umicore,10.56,6.54,149,chemicals (135),3.15,,,102.7,1.17,23.46,8815.0,2006
uk,18.97,4.05,4.96,,cadbury schweppes,67.01,14.39,150,food producers (357),11.76,,,102.41,0.92,4.75,11127.0,2006
finland,15.91,2.07,2.04,,metso,23.36,4.28,151,industrial machinery (2757),8.74,,,102.0,2.06,16.67,4955.0,2006
sweden,6.36,3.3,3.64,,skf,39.78,6.21,152,industrial machinery (2757),12.63,,,100.07,1.7,7.74,5885.0,2006
denmark,14.39,6.27,4.98,,danfoss,20.01,9.58,153,industrial machinery (2757),7.3,,,99.13,3.71,21.25,2670.0,2006
sweden,140.93,3.56,3.75,,hexagon,7.86,28.65,154,industrial machinery (2757),12.86,,,99.07,6.64,39.79,1493.0,2006
germany,19.82,3.07,3.14,,krones,8.87,1.0,155,industrial machinery (2757),5.7,,,98.96,5.18,12.74,1911.0,2006
germany,55.56,2.83,2.16,,adidas,26.38,52.77,156,personal goods (376),8.74,,,98.0,0.97,51.96,10084.0,2006
italy,3.3,60.85,34.29,,fastweb,3.36,29.93,157,fixed line telecommunications (653),-7.78,,,97.54,7.74,30.17,1260.0,2006
sweden,-18.75,9.42,19.19,,vattenfall,32.31,0.24,158,electricity (753),18.5,,,96.97,0.6,12.9,16159.0,2006
spain,12.27,1.16,1.49,,indra sistemas,10.61,39.91,159,computer services (9533),11.3,,,96.44,6.85,17.05,1407.0,2006
uk,8.0,2.39,1.74,,johnson matthey,8.19,9.96,160,chemicals (135),4.2,,,94.25,1.01,32.71,9368.0,2006
germany,34.69,3.36,4.43,,zf lenksysteme,9.4,0.71,161,automobiles & parts (335),2.85,,,92.4,3.93,5.38,2349.0,2006
denmark,15.27,9.22,9.69,,grundfos  ,14.23,8.51,162,industrial machinery (2757),9.79,,,91.19,4.42,14.61,2063.0,2006
denmark,66.44,9.62,8.76,,tdc,19.58,-2.39,163,fixed line telecommunications (653),14.93,,,91.09,1.43,-0.53,6362.0,2006
uk,-8.49,7.76,6.12,,smith & nephew,8.83,2.46,164,health care equipment & services (453),19.41,,,91.0,4.32,0.91,2107.0,2006
the netherlands,-9.99,6.34,4.45,,asm international  ,10.12,13.76,165,semiconductors (9576),12.31,,,90.61,10.33,20.8,877.0,2006
italy,33.01,1.83,1.65,,italtel,2.41,3.74,166,telecommunications equipment (9578),9.89,,,89.81,16.45,0.0,546.0,2006
the netherlands,70.66,3.32,3.79,,gemalto,10.73,108.69,167,electronic equipment (2737),-2.65,,,89.36,6.77,75.17,1319.0,2006
denmark,2.67,2.65,3.97,,vestas wind systems,11.33,10.04,168,electrical components & equipment (2733),4.8,,,88.6,2.3,7.56,3854.0,2006
germany,12.09,1.83,2.05,,wincor nixdorf,7.44,12.96,169,computer services (9533),7.14,,,87.44,4.49,11.7,1948.0,2006
germany,-13.86,3.4,3.7,,lanxess,16.48,-9.85,170,chemicals (135),5.16,,,87.0,1.25,-2.88,6944.0,2006
uk,-7.65,7.1,4.27,,spirent communications,2.44,-44.38,171,telecommunications equipment (9578),96.18,,,86.08,19.34,-35.51,445.0,2006
france,1.42,5.19,4.74,,suez,217.18,3.97,172,"gas, water & multiutilities (757)",10.49,,,86.0,0.19,6.75,44289.0,2006
uk,172.43,2.78,0.75,,sci entertainment,0.9,275.0,173,software (9537),4.14,,,85.19,32.03,638.89,266.0,2006
finland,20.97,2.35,2.63,,wartsila,13.26,10.08,174,commercial vehicles & trucks (2753),13.82,,,84.8,2.66,20.88,3190.0,2006
france,15.07,8.89,6.65,,gaz de france,50.24,-5.12,175,"gas, water & multiutilities (757)",13.07,,,84.0,0.3,23.43,27642.0,2006
uk,40.0,0.68,0.56,,old mutual,53.15,23.75,176,life insurance (857),9.18,,,83.12,0.32,39.61,26334.0,2006
uk,81.16,3.52,4.87,,csr,0.82,66.87,177,semiconductors (9576),21.16,,,82.9,15.52,44.72,534.0,2006
ireland,-8.89,0.95,0.89,,bank of ireland,15.95,-1.47,178,banks (835),24.98,,,82.0,1.28,21.28,6389.0,2006
finland,-7.16,8.54,3.91,,stora enso,45.63,-1.16,179,forestry & paper (173),3.47,,,81.7,0.56,10.66,14594.0,2006
uk,19.49,9.09,4.12,,symbian  ,1.05,25.39,180,software (9537),6.47,,,80.86,47.56,71.72,170.0,2006
germany,-3.82,3.63,3.19,,mtu aero engines,7.0,1.52,181,aerospace & defence (271),7.2,,,80.6,3.34,12.42,2416.0,2006
sweden,22.28,2.4,1.94,,assa abloy,31.24,5.63,182,industrial machinery (2757),5.1,,,79.68,2.31,12.01,3451.0,2006
finland,,,3.38,,!! orion,3.07,,183,food & drug retailers (533),26.05,,,78.6,12.64,,622.0,2006
uk,13.07,4.02,3.19,,tomkins,38.3,2.61,184,general industrials (272),8.22,,,78.37,1.59,4.36,4929.0,2006
belgium,178.57,3.5,3.78,,kbc,50.19,-2.78,185,banks (835),31.36,,,78.0,0.62,9.2,12556.0,2006
germany,13.74,4.29,5.63,,giesecke & devrient,7.86,5.87,186,support services (279),7.02,,,76.9,5.93,5.02,1297.0,2006
germany,9.08,12.04,8.29,,epcos  ,17.95,11.58,187,electronic equipment (2737),1.64,,,76.68,5.48,13.0,1399.0,2006
italy,-11.68,4.33,2.75,,immsi,7.45,4.53,188,automobiles & parts (335),4.45,,,75.72,4.43,10.4,1709.0,2006
belgium,2.85,1.54,1.6,,barco,4.21,-2.66,189,electronic equipment (2737),5.73,,,75.42,10.04,5.48,751.0,2006
germany,5.62,5.25,3.96,,kws saat,2.65,4.0,190,food producers (357),9.11,,,75.35,14.92,2.02,505.0,2006
france,19.55,6.61,4.96,,veolia environnement,260.09,7.64,191,"gas, water & multiutilities (757)",7.1,,,75.2,0.26,13.8,28729.0,2006
uk,14.92,3.52,5.24,,cobham,9.51,-11.26,192,aerospace & defence (271),18.37,,,73.17,4.85,-6.8,1508.0,2006
the netherlands,146.11,4.2,4.99,,mittal steel,319.58,42.49,193,industrial metals (175),13.33,,,72.8,0.16,109.27,44643.0,2006
finland,24.36,4.22,2.75,,tietoenator,14.41,1.25,194,computer services (9533),7.07,,,72.5,4.07,5.95,1782.0,2006
spain,14.29,6.43,10.55,,repsol ypf,36.99,4.98,195,oil & gas producers (53),11.27,,,72.0,0.14,4.02,51355.0,2006
belgium,47.92,8.67,3.55,,dexia,21.49,8.04,196,banks (835),48.59,,,71.0,1.01,17.34,7012.0,2006
spain,37.83,,,,industria de turbo propulsores  ,2.48,4.15,197,aerospace & defence (271),5.92,,,69.88,15.92,16.45,439.0,2006
italy,5.6,2.1,2.65,,chiesi farmaceutici  ,2.74,2.82,198,pharmaceuticals (4577),8.32,,,69.56,12.31,8.03,565.0,2006
denmark,16.17,7.69,5.56,,genmab,0.24,11.27,199,biotechnology (4573),-350.0,,,68.83,382.39,38.46,18.0,2006
uk,331.8,4.07,8.67,,marks & spencer,75.87,7.91,200,general retailers (537),12.14,,,68.57,0.54,7.17,12766.0,2006
the netherlands,143.73,51.52,15.15,,crucell,1.07,325.79,201,biotechnology (4573),-81.06,,,67.61,51.22,300.0,132.0,2006
sweden,-7.44,2.87,3.64,,trelleborg,22.51,3.74,202,general industrials (272),5.79,,,67.6,2.24,12.88,3024.0,2006
italy,31738.1,,28.87,,unicredito italiano,139.06,92.05,203,banks (835),33.44,,,66.86,0.29,112.41,23450.0,2006
germany,5.56,4.08,4.77,,deutz,5.31,1.57,204,industrial machinery (2757),5.23,,,66.5,4.46,12.62,1490.0,2006
sweden,-2.76,7.64,6.77,,sca,51.02,0.21,205,forestry & paper (173),8.13,,,66.49,0.59,5.25,11242.0,2006
uk,-0.45,1.85,1.48,,spectris,5.85,-1.65,206,electrical components & equipment (2733),13.58,,,66.34,6.53,4.42,1016.0,2006
austria,7.32,7.42,8.71,,voest-alpine,24.76,1.7,207,industrial metals (175),13.72,,,66.0,0.91,11.95,7291.0,2006
france,20.0,12.04,12.0,,sncf  ,201.74,-1.99,207,industrial transportation (277),1.09,,,66.0,0.3,4.19,21874.0,2006
france,-23.57,0.5,0.51,,infogrames entertainment,0.98,-22.56,209,software (9537),50.38,,,65.5,16.75,-35.05,391.0,2006
belgium,3150.0,1.29,2.05,,fortis,56.89,4.87,210,banks (835),18.41,,,65.0,0.22,3.44,29559.0,2006
germany,8.34,1.93,1.96,,claas,8.17,0.55,211,commercial vehicles & trucks (2753),6.47,,,64.93,2.76,8.09,2351.0,2006
italy,20.46,2.81,2.86,,avio,4.83,0.44,212,aerospace & defence (271),10.28,,,64.3,4.59,9.37,1401.0,2006
germany,-30.43,3.84,2.73,,cognis deutschland,7.73,-2.62,213,chemicals (135),6.05,,,64.0,1.9,6.17,3372.0,2006
germany,-4.37,3.6,,,eberspaecher  ,5.82,-1.7,214,automobiles & parts (335),2.17,,,63.5,3.14,23.43,2023.0,2006
germany,14.08,1.79,2.64,,koenig & bauer,8.27,4.91,215,industrial machinery (2757),2.53,,,63.2,3.63,7.46,1742.0,2006
denmark,20.19,7.42,3.96,,william demant,4.8,1.42,216,health care equipment & services (453),24.93,,,61.68,9.04,7.74,682.0,2006
uk,236.83,1.9,2.42,,alliance & leicester,8.32,-2.14,217,banks (835),38.56,,,61.0,2.79,6.37,2189.0,2006
luxembourg,97.56,3.35,3.45,,nycomed,3.82,17.5,218,pharmaceuticals (4577),5.29,,,60.73,6.98,71.26,870.0,2006
denmark,8.44,2.41,2.94,,danske bank,19.24,3.6,219,banks (835),29.8,,,60.37,0.73,-14.21,8255.0,2006
uk,29.25,1.65,1.29,,logicacmg,32.43,57.56,220,computer services (9533),5.86,,,59.66,1.51,45.17,3956.0,2006
finland,23.95,5.36,2.23,,patria,2.45,32.41,221,aerospace & defence (271),5.36,,,59.0,13.17,41.32,448.0,2006
finland,48.48,1.69,2.01,,amer sports,6.79,36.59,222,leisure goods (374),6.69,,,58.5,3.26,31.45,1793.0,2006
sweden,17.47,1.93,1.87,,alfa laval,9.92,4.19,223,industrial machinery (2757),13.49,,,58.3,2.66,21.22,2194.0,2006
germany,0.87,3.55,2.76,,salzgitter,16.95,-3.61,224,industrial metals (175),8.94,,,58.0,0.69,18.11,8447.0,2006
uk,46.8,4.76,8.33,,vernalis,0.21,42.47,225,biotechnology (4573),-308.33,,,57.72,240.5,14.29,24.0,2006
germany,24.41,,9.09,,gpc biotech  ,0.23,4.5,226,biotechnology (4573),-309.09,,,57.65,262.05,144.44,22.0,2006
uk,130.24,15.88,20.02,,bhp billiton,33.18,-2.97,227,mining (177),44.19,,,57.63,0.24,20.33,24383.0,2006
hungary,14.78,18.3,15.78,,gedeon richter,8.5,5.16,228,pharmaceuticals (4577),24.1,,,57.62,6.94,21.52,830.0,2006
germany,6.23,5.22,4.64,,sick,4.3,6.28,229,electronic equipment (2737),9.44,,,57.14,8.85,8.75,646.0,2006
italy,14.92,2.52,2.27,,sorin,4.58,-3.4,230,health care equipment & services (453),3.66,,,57.06,7.2,5.18,792.0,2006
germany,35.0,3.15,2.83,,puma,6.83,54.37,231,personal goods (376),15.45,,,56.7,2.39,33.24,2369.0,2006
italy,128.99,4.37,4.74,,valentino fashion,10.26,7.78,232,personal goods (376),12.18,,,56.01,2.85,114.54,1963.0,2006
the netherlands,24.44,4.33,4.65,,numico,12.5,16.43,233,food producers (357),15.44,,,56.0,2.13,31.94,2623.0,2006
denmark,-17.06,3.19,4.59,,bang & olufsen,2.49,7.53,234,leisure goods (374),10.41,,,55.83,9.85,12.95,567.0,2006
uk,21.9,2.73,4.72,,meggitt,6.03,6.04,235,aerospace & defence (271),21.81,,,55.66,5.59,8.74,995.0,2006
spain,-33.74,4.21,4.16,,almirall,2.98,0.1,236,food & drug retailers (533),14.55,,,55.51,7.21,4.62,770.0,2006
france,5.77,2.23,2.22,,nexans,21.15,8.0,237,electrical components & equipment (2733),2.8,,,55.0,0.73,33.85,7489.0,2006
uk,7.24,13.11,2.17,,acambis,0.29,3.64,238,biotechnology (4573),-69.57,,,54.92,119.39,-24.59,46.0,2006
denmark,52.87,2.81,6.06,,gn store nord,5.48,5.65,239,telecommunications equipment (9578),4.41,,,53.52,5.89,1.91,908.0,2006
sweden,16.5,2.28,2.64,,getinge,7.44,3.48,240,health care equipment & services (453),14.92,,,53.24,3.69,9.42,1441.0,2006
uk,83.0,5.85,3.87,,dyson james  ,1.68,16.84,241,household goods (372),20.77,,,52.76,7.56,10.27,698.0,2006
slovenia,31.26,14.44,15.12,,krka,5.76,10.24,242,pharmaceuticals (4577),22.6,,,52.65,7.88,20.58,668.0,2006
finland,19.03,5.72,6.1,,kemira,9.19,19.04,243,chemicals (135),6.66,,,51.3,2.03,26.53,2523.0,2006
france,3.89,5.93,6.64,,neopost,4.93,3.73,244,electronic office equipment (9574),26.01,,,50.8,5.53,11.12,919.0,2006
uk,15.97,3.07,2.91,,imi,14.74,-13.81,245,industrial machinery (2757),10.3,,,50.61,2.27,-4.61,2234.0,2006
finland,18.8,1.28,1.53,,kone,29.32,7.65,246,industrial machinery (2757),10.0,,,50.3,1.4,-0.03,3601.0,2006
sweden,9.55,15.38,6.02,,biovitrum,0.59,-2.15,247,biotechnology (4573),3.76,,,50.23,37.77,27.88,133.0,2006
spain,8.8,2.78,5.26,,zeltia,0.64,8.78,248,pharmaceuticals (4577),-68.42,,,49.7,65.39,5.56,76.0,2006
france,26.21,14.37,10.0,,cggveritas,4.5,13.87,249,"oil equipment, services & distribution (57)",21.2,,,49.6,3.73,52.87,1330.0,2006
belgium,10.18,7.42,7.61,,bekaert,12.73,15.48,250,industrial metals (175),7.06,,,49.56,2.47,5.02,2010.0,2006
denmark,-18.55,8.16,7.05,,!! alk-abello,1.31,-64.37,251,pharmaceuticals (4577),-4.85,,,48.29,21.27,-61.39,227.0,2006
the netherlands,38.38,2.7,2.49,,stork,12.74,1.02,252,industrial machinery (2757),4.33,,,48.24,2.4,10.51,2009.0,2006
germany,-18.98,1.47,1.59,,gea,18.57,-11.83,253,industrial machinery (2757),-1.13,,,47.77,0.87,0.29,5467.0,2006
germany,5.85,3.81,3.75,,leoni,34.08,6.33,254,electrical components & equipment (2733),6.21,,,47.2,2.24,36.18,2108.0,2006
uk,21.53,5.49,1.37,,skyepharma,0.46,-0.44,255,pharmaceuticals (4577),-165.75,,,46.9,64.25,-19.78,73.0,2006
germany,3.39,3.73,3.06,,grammer,8.61,5.04,256,automobiles & parts (335),4.2,,,46.66,5.3,2.56,881.0,2006
uk,45.98,7.66,5.22,,renishaw  ,2.15,12.13,257,electronic equipment (2737),27.24,,,46.16,17.22,2.68,268.0,2006
uk,5.3,8.7,5.97,,ttp communications,0.7,24.46,258,telecommunications equipment (9578),-74.63,,,46.1,68.81,-27.17,67.0,2006
france,-9.8,1.02,,,bull,7.18,-3.75,259,computer hardware (9572),1.22,,,46.0,4.01,-2.22,1147.0,2006
italy,0.98,1.72,1.22,,recordati,1.93,-0.82,260,pharmaceuticals (4577),20.14,,,45.4,7.88,-1.2,576.0,2006
germany,4.65,6.79,6.04,,heidelbergcement,45.96,11.39,261,construction & materials (235),17.79,,,45.0,0.49,18.34,9234.0,2006
austria,9.76,4.59,4.18,,borealis,4.6,1.3,261,support services (279),8.05,,,45.0,0.78,19.28,5742.0,2006
germany,3.87,1.83,1.04,,software,2.62,-3.53,263,software (9537),22.98,,,44.86,9.29,10.27,483.0,2006
france,17.37,2.45,2.61,,vilmorin clause,3.02,-1.34,264,food producers (357),10.24,,,44.6,8.96,1.63,498.0,2006
germany,-13.31,1.26,1.01,,iwka (now kuka),9.45,-18.08,265,industrial machinery (2757),0.9,,,44.28,2.49,-13.96,1781.0,2006
finland,-12.0,7.24,6.06,,upm-kymmene,31.04,-5.8,266,forestry & paper (173),3.78,,,44.0,0.44,7.21,10022.0,2006
france,57.14,3.77,4.76,,la poste  ,303.4,0.0,266,industrial transportation (277),5.05,,,44.0,0.22,3.99,20100.0,2006
germany,9.05,10.7,11.21,,jungheinrich,9.13,2.22,268,commercial vehicles & trucks (2753),6.75,,,43.86,2.51,6.26,1748.0,2006
sweden,55.49,2.01,2.45,,elekta,1.75,40.11,269,health care equipment & services (453),10.61,,,43.77,8.93,40.4,490.0,2006
austria,1.53,14.35,11.87,,telekom austria,15.49,7.57,270,fixed line telecommunications (653),16.18,,,43.69,0.92,8.75,4760.0,2006
france,13.16,4.74,4.53,,christian dior,59.76,3.43,271,personal goods (376),19.29,,,43.0,0.27,10.03,16016.0,2006
france,-11.78,1.14,1.19,,ingenico,1.32,17.38,272,electronic equipment (2737),5.93,,,42.91,8.48,15.79,506.0,2006
germany,33.47,2.33,0.74,,kontron,2.42,20.13,273,computer hardware (9572),7.9,,,42.83,10.58,35.0,405.0,2006
italy,-9.53,,,,fincantieri  ,9.2,,274,commercial vehicles & trucks (2753),6.46,,,42.7,2.46,-23.48,1734.0,2006
uk,19.98,1.33,3.41,,pace micro technology,0.63,5.71,274,leisure goods (374),-15.91,,,42.7,16.17,-29.79,264.0,2006
germany,23.22,1.88,2.59,,jenoptik,2.96,-68.8,276,industrial machinery (2757),3.59,,,42.45,4.24,-47.65,1002.0,2006
uk,150.15,0.55,0.53,,autonomy,0.9,183.96,277,software (9537),22.11,,,41.6,21.89,160.27,190.0,2006
uk,4.22,3.68,5.45,,jcb service  ,5.18,11.81,278,commercial vehicles & trucks (2753),6.65,,,41.45,2.07,22.61,2001.0,2006
france,44.6,6.38,2.94,,gameloft,2.64,47.7,279,software (9537),-7.35,,,41.21,60.6,44.68,68.0,2006
uk,-11.06,4.87,6.03,,filtronic,3.29,-16.13,280,telecommunications equipment (9578),-2.87,,,41.03,11.79,-10.77,348.0,2006
france,-25.45,8.6,8.32,,lafarge,82.73,3.23,281,construction & materials (235),14.96,,,41.0,0.22,16.06,18533.0,2006
belgium,-6.82,8.19,8.95,,belgacom,18.16,10.83,281,fixed line telecommunications (653),21.8,,,41.0,0.67,13.3,6100.0,2006
france,-3.86,3.21,2.53,,groupe seb,13.82,-4.76,283,household goods (372),5.77,,,39.9,1.5,7.67,2652.0,2006
germany,-1.77,1.6,2.03,,gildemeister,5.36,2.02,284,industrial machinery (2757),6.17,,,39.88,3.0,18.03,1329.0,2006
germany,31.67,7.72,6.38,,sudzucker,19.58,-1.65,285,food producers (357),-2.22,,,39.5,0.69,7.82,5765.0,2006
germany,14.21,1.47,2.09,,stada arzneimittel,5.44,39.83,286,pharmaceuticals (4577),12.77,,,39.38,3.16,21.82,1245.0,2006
uk,-42.07,3.81,3.47,,avecia,0.9,-64.54,287,biotechnology (4573),-18.3,,,39.03,12.31,-47.52,317.0,2006
spain,-7.14,18.61,19.16,,endesa,26.95,-1.27,288,electricity (753),26.35,,,39.0,0.2,12.16,19637.0,2006
uk,-10.39,2.27,3.79,,voca  ,0.41,3.01,289,support services (279),7.58,,,38.9,29.47,0.0,132.0,2006
sweden,-7.68,4.34,4.35,,haldex,4.68,1.67,290,automobiles & parts (335),4.92,,,38.57,4.41,5.3,874.0,2006
germany,5.48,1.86,4.61,,sartorius,3.7,2.01,291,biotechnology (4573),9.21,,,37.74,7.24,7.64,521.0,2006
germany,4.57,8.09,5.47,,beru,2.55,-6.14,292,automobiles & parts (335),12.53,,,37.73,8.59,7.6,439.0,2006
the netherlands,268.04,0.69,0.51,,tomtom,0.63,98.42,293,electronic equipment (2737),24.93,,,37.54,2.75,89.44,1364.0,2006
germany,9.01,5.43,5.82,,sud-chemie,5.09,-0.78,294,chemicals (135),8.05,,,37.5,3.64,5.64,1031.0,2006
germany,-1.43,4.73,1.61,,wcm,6.53,-3.99,295,other financials (877),-2.36,,,36.46,3.92,2.42,931.0,2006
france,118.02,3.2,3.7,,wendel investissement,40.99,54.16,296,other financials (877),10.48,,,36.41,0.85,44.07,4273.0,2006
uk,17.98,4.76,2.08,,mundipharma research  ,0.17,-5.98,297,pharmaceuticals (4577),8.33,,,35.69,74.35,14.29,48.0,2006
uk,,,2.56,,experian,12.94,,298,support services (279),8.58,,,35.64,0.53,,6786.0,2006
luxembourg,35.2,3.92,5.03,,tenaris,21.75,22.94,299,"oil equipment, services & distribution (57)",35.15,,,35.57,0.57,22.2,6242.0,2006
denmark,-9.15,2.81,2.69,,nkt,6.02,1.86,300,electrical components & equipment (2733),4.76,,,35.56,2.45,23.59,1451.0,2006
austria,30.46,1.38,1.48,,andritz,10.22,71.88,301,industrial machinery (2757),5.94,,,35.42,1.31,55.39,2710.0,2006
uk,6.71,2.64,2.55,,cookson,14.07,-10.78,302,general industrials (272),8.03,,,35.32,1.43,1.65,2466.0,2006
sweden,9.57,1.52,1.59,,ibs,1.87,-0.05,303,software (9537),-0.4,,,35.16,13.95,-4.18,252.0,2006
france,9.38,8.37,9.65,,eramet,13.76,11.4,304,industrial metals (175),23.92,,,35.0,1.15,12.68,3056.0,2006
france,18.71,3.11,2.18,,technip,22.09,5.68,305,"oil equipment, services & distribution (57)",4.79,,,34.9,0.5,28.83,6927.0,2006
uk,15.0,11.46,11.39,,anglo american,162.0,-16.92,306,mining (177),25.28,,,34.88,0.14,12.36,25079.0,2006
uk,13.41,3.85,2.82,,imagination technologies,0.37,8.93,307,semiconductors (9576),-5.63,,,34.76,48.96,36.54,71.0,2006
uk,27.3,2.17,3.34,,isoft,3.22,26.63,308,software (9537),-167.89,,,34.55,11.56,8.33,299.0,2006
austria,21.91,10.67,18.88,,austriamicrosystems,0.98,14.84,309,electrical components & equipment (2733),14.8,,,34.38,17.54,10.11,196.0,2006
uk,32.11,2.17,1.25,,ultra electronics,2.99,3.78,310,aerospace & defence (271),14.29,,,33.9,6.05,10.24,560.0,2006
uk,65.72,2.43,3.82,,de la rue,6.09,1.06,311,support services (279),14.22,,,33.69,3.3,12.46,1020.0,2006
germany,155.97,23.81,,,combots,0.14,-60.0,312,internet (9535),,,,33.66,,-100.0,0.0,2006
germany,118.28,7.5,4.71,,evotec,0.6,-2.28,313,pharmaceuticals (4577),-45.88,,,33.44,39.34,6.25,85.0,2006
spain,-7.3,4.54,6.02,,gamesa,4.6,-43.77,314,industrial machinery (2757),10.66,,,33.12,1.39,5.42,2391.0,2006
uk,-24.14,5.16,5.43,,pilkington (now part of nsg uk enterprises),24.1,0.0,315,construction & materials (235),8.66,,,32.65,0.85,6.39,3832.0,2006
uk,-60.0,17.36,3.19,,british nuclear fuels  ,22.29,-3.17,315,electricity (753),12.22,,,32.65,1.55,-40.07,2103.0,2006
uk,4.75,7.43,6.84,,tate & lyle,9.18,0.56,315,food producers (357),8.74,,,32.65,0.54,9.42,6041.0,2006
sweden,42.31,16.67,7.14,,medivir,0.13,0.0,318,pharmaceuticals (4577),-164.29,,,32.46,231.86,16.67,14.0,2006
finland,-14.48,11.63,7.78,,metsaliitto,28.84,-3.43,319,forestry & paper (173),-0.51,,,31.9,0.34,7.27,9271.0,2006
denmark,10.73,6.16,5.64,,coloplast,6.29,2.09,320,health care equipment & services (453),12.89,,,31.79,3.2,13.36,993.0,2006
finland,3.82,2.59,2.16,,cargotec,8.03,7.79,321,industrial machinery (2757),9.2,,,31.5,1.21,6.78,2597.0,2006
germany,91.05,4.58,6.22,,adva,0.72,39.23,322,telecommunications equipment (9578),0.52,,,31.39,16.26,47.33,193.0,2006
france,29.29,1.55,,,wavecom  ,0.38,32.41,323,telecommunications equipment (9578),3.17,,,31.12,16.47,46.51,189.0,2006
france,16.48,1.19,1.45,,sopra,9.6,5.52,324,computer services (9533),8.24,,,31.1,3.46,18.63,898.0,2006
france,89.38,33.08,21.24,,soitec,0.91,34.07,325,semiconductors (9576),12.9,,,31.04,8.34,41.44,372.0,2006
uk,30.61,3.44,3.77,,laird,10.73,19.33,326,electrical components & equipment (2733),12.51,,,31.02,3.44,19.6,903.0,2006
germany,4.17,15.65,10.56,,elmos semiconductor,1.1,7.2,327,semiconductors (9576),12.42,,,30.95,19.22,9.52,161.0,2006
the netherlands,4.25,3.31,6.23,,qiagen  ,1.95,22.97,328,biotechnology (4573),21.81,,,30.91,8.76,16.89,353.0,2006
austria,-2.03,3.38,3.3,,zumtobel,7.36,3.46,329,electronic equipment (2737),9.57,,,30.87,2.48,5.07,1244.0,2006
france,31.1,4.21,5.07,,clarins,5.87,3.31,330,personal goods (376),13.24,,,29.55,3.06,-3.11,967.0,2006
france,25.53,1.56,2.16,,bollore,30.59,-2.47,331,industrial transportation (277),2.22,,,29.5,0.49,-5.65,5980.0,2006
the netherlands,-15.27,3.5,4.31,,csm,8.09,-9.5,332,food producers (357),5.76,,,29.4,1.09,-1.86,2689.0,2006
austria,10.29,25.0,17.39,,intercell,0.17,17.36,333,biotechnology (4573),-73.91,,,29.05,126.3,187.5,23.0,2006
uk,109.39,40.0,100.0,,oxford biomedica,0.07,4.35,334,pharmaceuticals (4577),-3100.0,,,28.98,2898.0,0.0,1.0,2006
hungary,24.57,,9.07,,egis pharmaceuticals,3.22,18.41,335,pharmaceuticals (4577),15.42,,,28.85,6.54,17.91,441.0,2006
